date,sender_id,message,channel,cleaned_message
6/14/2025 9:06,,"♦️5G+ WiFi Router♦️

Ethiotelecom እና SafariCom Support ያደርጋል!

ለብዛት ገዢዎች በሚገርም ዋጋ

🔷 Call     0911961727
🔷 inbox @lucassheerio
🕋አድራሻ; መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር",@marakisat2,እና ያደርጋል ለብዛት ገዢዎች በሚገርም ዋጋ አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር
5/29/2025 11:26,,"LIFESTAR 1 Million 4K Android

4K ሪሲቨር እና 4K ቲቪ ስማርት ማድረጊያን በአንድ እቃ የሚያገኙበት 

1. 2GB RAM 16GB Storage 
2. Android 11
3. 4K UHD Satellite Channels Support 
4. 24 month Free ForeverPro Server 
5. 15 Month Free Apollo5 4K IPTV Android Version Installed 
6. LifeTime Nova TV Support 
7. Google Playstore and Aptoide built In Installed 
8. PIP Support (2 satellite channels play in the same time) 
9. Bluetooth Remote Control 

ዋጋ 7000ብር ብቻ 0911961727 ወይም 0911060101",@marakisat2,ሪሲቨር እና ቲቪ ስማርት ማድረጊያን በአንድ እቃ የሚያገኙበት ዋጋ ብር ብቻ ወይም
5/24/2025 10:28,,"የድሮ Xcruiser5500 ፋይንደር Original ባትሪ አለን!

ለመግዛት 0911961727",@marakisat2,የድሮ ፋይንደር ባትሪ አለን ለመግዛት
5/24/2025 9:58,,"ዛሬ ቅዳሜ ነው!

ይቺን ምርጥ የቲቪ ስማርት ማድረጊያ በመግዛት አልያም ወዳሉበት በማስላክ ነፃ የኳስ እንዲሁም የመዝናኛ ቻናሎችን በነፃ ይኮምኩሙ!

0911961727
@lucassheerio",@marakisat2,ዛሬ ቅዳሜ ነው ይቺን ምርጥ የቲቪ ስማርት ማድረጊያ በመግዛት አልያም ወዳሉበት በማስላክ ነፃ የኳስ እንዲሁም የመዝናኛ ቻናሎችን በነፃ ይኮምኩሙ
5/23/2025 12:30,,ባለ4 እና ባለ7 USB HUB በ 3.0,@marakisat2,ባለ እና ባለ በ
5/23/2025 12:28,,"CONVERTORS

♦️HDMI TO USB
♦️DISPLAY PORT TO VGA
♦️DISPLAY PORT TO HDMI
♦️HDMI TO  VGA
♦️HDMI TO TYPE C
♦️USB TO VGA
♦️RS 232 TO USB
♦️HARD DISC CABLE 

የተለያየ አይነት Converter አስገብተናል!",@marakisat2,የተለያየ አይነት አስገብተናል
5/23/2025 11:54,,"SANDISK 100% ORIGINAL MEMORY 

ለ CCTV CAMERAዎች እና ለስልክ የሚሆን በ120MB/S ፍጥነት

🔷64GB SANDISK Memory

🔷128GB SANDISK Memory

🔷256GB SANDISK  Memory 

🔊ለብዛት ፈላጊዎች አሪፍ ዋጋ አለን!

🔷 Call     0911961727
🔷 inbox @lucassheerio
🕋አድራሻ; መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር",@marakisat2,ለ ዎች እና ለስልክ የሚሆን በ ፍጥነት ለብዛት ፈላጊዎች አሪፍ ዋጋ አለን አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር
5/23/2025 9:35,,"🚨NEW ITEM🚨

""SOAK 919CP የመኪና 
SCREEN ""

64 GB STORAGE 
4 GB RAM
ANDROID VERSION 14
9"" SCREEN 

ሁሉም APP የሚጫንበት (PLAYSTORE፣YOUTUBE ፣NETFLIX ፣TIKTOK፣፣HDO BOX፣ እና ብዙ ብዙ

ለ COROLLA/HILUX/DESIRE And እና ለሌሎችም መሆን የሚችል

ነፃ የ15ወር MYHD LION የተጫነበት በዚህም ሙሉ የኳስ(ቢን SPORT ፣ዲS TV)፣የፊልም፣የመዝናኛ ቻናሎችን ያካተተ

💰በምርጥ ዋጋ

ገበያ ላይ ካሉ ተመሳሳይ እቃዎች በጥራቱ እጅጉን ተሻሽሎ የመጣ እና ፅድት ያለ እቃ

ይህንን እቃ ከኛ በመግዛት ከተጋነነ ዋጋ ይዳኑ!!",@marakisat2,የመኪና ሁሉም የሚጫንበት ፣ ፣ ፣፣፣ ፣ እና ብዙ ብዙ ለ እና ለሌሎችም መሆን የሚችል ነፃ የወር የተጫነበት በዚህም ሙሉ የኳስቢን ፣ዲ ፣የፊልም፣የመዝናኛ ቻናሎችን ያካተተ በምርጥ ዋጋ ገበያ ላይ ካሉ ተመሳሳይ እቃዎች በጥራቱ እጅጉን ተሻሽሎ የመጣ እና ፅድት ያለ እቃ ይህንን እቃ ከኛ በመግዛት ከተጋነነ ዋጋ ይዳኑ
5/23/2025 9:27,,"በ እግርኳሱ አለም Underrated Player እንደምንለው ከኤሌክትሮኒክስ እቃዎች ሁሉ Underrated ማለት የምንችለው እቃ አለ እሱም ""MAGIC REMOTE"" ነው

MAGIC REMOTE FOR
ALL 

✅ALL BRAND TV 
✅ALL Brand Projector
✅ALL Brand Smart Box 
✅ALL Brand Computer
✅ALL Brand Htpc
✅ALL Brand mobile Phone 
✅ALL Brand Tablet And Gamepad
❇️እንደ ሪሞት
❇️እንደ ኪቦርድ
❇️እንደ ማውዝ ማገልገል የሚችል
🔆እድሜልክ ያለባትሪ ድንጋይ የሚሰራ ጠንካራ ሪሞት 
🔆ይሄን ሁሉ ጥቅም አንድ ሪሞት በመግዛት ብቻ ይገኛል!
🟦በብዛት መግዛት ለምትፈልጉ ደንበኞቻችን በሚገርም ዋጋ እናስረክባለን።

💰ዋጋ እንደብዛቱ ስለሚለያይ INBOX ጠይቁን!

🔷 Call     0911961727
🔷 inbox @lucassheerio
🕋አድራሻ; መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር",@marakisat2,በ እግርኳሱ አለም እንደምንለው ከኤሌክትሮኒክስ እቃዎች ሁሉ ማለት የምንችለው እቃ አለ እሱም ነው እንደ ሪሞት እንደ ኪቦርድ እንደ ማውዝ ማገልገል የሚችል እድሜልክ ያለባትሪ ድንጋይ የሚሰራ ጠንካራ ሪሞት ይሄን ሁሉ ጥቅም አንድ ሪሞት በመግዛት ብቻ ይገኛል በብዛት መግዛት ለምትፈልጉ ደንበኞቻችን በሚገርም ዋጋ እናስረክባለን። ዋጋ እንደብዛቱ ስለሚለያይ ጠይቁን አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር
5/23/2025 9:19,,"✨REMOTE ✨

Q5 እና Q5 PLUS የገዛችሁም ለመግዛት ያሰባችሁም የሪሞት ነገር እንዳያሳስባችሁ ምክንያቱም በጣም በቂ ሪሞት አስገብተናል!

💰በተመጣጣኝ ዋጋ!",@marakisat2,እና የገዛችሁም ለመግዛት ያሰባችሁም የሪሞት ነገር እንዳያሳስባችሁ ምክንያቱም በጣም በቂ ሪሞት አስገብተናል በተመጣጣኝ ዋጋ
5/23/2025 9:10,,"✨Q5 SMART BOX ✨

✍️( ማንኛውንም ቲቪ ስማርት ያደርጋል)

👉 8GB STORAGE 
👉2 GB RAM
👉ANDROID VERSION 12

CPU: ARM Cortex Quad-Core
GPU: Mali-G31
DRAM: 2GB DDR3
FLASH: 8GB eMMC
WIFI: 2.4GHz+5.8GHz
BLUETOOTH: BT 5.2
Built-in Google Assistant
Built-in Netflix
Bluetooth Voice remote control

💰በምርጥ ዋጋ

 ✈️ለመግዛት 0911961727
                   @lucassheerio

🕋አድራሻ መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር",@marakisat2,ማንኛውንም ቲቪ ስማርት ያደርጋል በምርጥ ዋጋ ለመግዛት አድራሻ መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር
5/22/2025 9:18,,".                🥳NEW ITEM 🥳

🔥XCRUISER ANDROID BOX🔥 MAGIC M1

☄️እጅግ በጣም ገራሚ እቃ በሚገርም ዋጋ
የትኛውንም TV ስማርት ያደርጋል!
🔋MYHD LION IPTV የ15 ወር ነፃ የተሞላበት
 🔋HIGH SPEED PROCESSOR 
🔋 REMOTE WORKS WITH BOTH BLUETOOTH AND IR FUNCTION 
🔋 32GB STORAGE 
🔋 4GB RAM
🔋 ALL NECESSARY APPS ARE INSTALLED 

💰ዋጋው 4,500ብር ነው!

👀ውስን ብዛት ስላመጣን ልክ እንደከዚህ ቀደሙ እቃው አልቆ እንዳይጉላሉ ቀድመው ይውሰዱ!

 ✈️ለመግዛት 0911961727
                   @lucassheerio

🕋አድራሻ መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር",@marakisat2,እጅግ በጣም ገራሚ እቃ በሚገርም ዋጋ የትኛውንም ስማርት ያደርጋል የ ወር ነፃ የተሞላበት ዋጋው ብር ነው ውስን ብዛት ስላመጣን ልክ እንደከዚህ ቀደሙ እቃው አልቆ እንዳይጉላሉ ቀድመው ይውሰዱ ለመግዛት አድራሻ መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር
5/22/2025 9:16,,"MYHD-LION-በማስረጃ

ቢን-Sportን ጨምሮ በጣም ብዙ የSport እና የመዝናኛ ቻናሎችን የያዘ Iptቪ በነፃ በXcruiser magic box ብቻ የሚገኝ

pov; myhd lion code 700 ብር ነው የሚሸጠው",@marakisat2,በማስረጃ ቢንን ጨምሮ በጣም ብዙ የ እና የመዝናኛ ቻናሎችን የያዘ ቪ በነፃ በ ብቻ የሚገኝ ብር ነው የሚሸጠው
5/22/2025 9:16,,"💀XCRUISER MAGIC M-1💀

✍️NOVA TV - በማስረጃ
ያለምንም የዲሽ ሰሀን እና ሪሲቨር በኢንተርኔት ብቻ   የተለያዩ ሀገረኛ ቻናሎችን በጥራት ማየት",@marakisat2,በማስረጃ ያለምንም የዲሽ ሰሀን እና ሪሲቨር በኢንተርኔት ብቻ የተለያዩ ሀገረኛ ቻናሎችን በጥራት ማየት
5/22/2025 9:16,,"💀XCRUISER MAGIC M-1💀

✍️YOUTUBE - በማስረጃ
የተለያዩ የYOUTUBE ቪዲዎችን በጥራት ማየት",@marakisat2,በማስረጃ የተለያዩ የ ቪዲዎችን በጥራት ማየት
5/22/2025 9:16,,"💀XCRUISER MAGIC M-1💀

✍️MIRACAST - በማስረጃ
ከስልክ ወደ ቲቪ ድምፅ እና ምስልን በቀላሉ ማስተላለፍ",@marakisat2,በማስረጃ ከስልክ ወደ ቲቪ ድምፅ እና ምስልን በቀላሉ ማስተላለፍ
5/20/2025 18:01,,"✨ORIGINAL  የ LIFESTAR ባለኮከቡ ሪሞት በብዛት አስገብተናል!

🟰ALL Lifestar receiver 
🟰ALL Lifestar Tv
🟰many receivers

🫰በተጨማሪም አብዛኞቹን ገበያ ላይ የሚገኙ ሪሲቨሮችን ቀጥታ ያዛል!

🤝ለመግዛት 0911961727
               @lucassheerio

አድራሻ  🌙መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛው ቅያስ ቤኪ ጃ ሶፍትዌር",@marakisat2,የ ባለኮከቡ ሪሞት በብዛት አስገብተናል በተጨማሪም አብዛኞቹን ገበያ ላይ የሚገኙ ሪሲቨሮችን ቀጥታ ያዛል ለመግዛት አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛው ቅያስ ቤኪ ጃ ሶፍትዌር
5/20/2025 9:16,,"NEXT 17/32 MULTISWITCH 

4 የተለያዩ ሳተላይቶችን ለ32 ክፍል የሚበትንልን ለሆቴል፣ ለአፓርታማ ፣ለሆስፒታል ፣ለኮንዶሚኒየም ተፈላጊ እቃ 


በጣም በአሪፍ ዋጋ!",@marakisat2,የተለያዩ ሳተላይቶችን ለ ክፍል የሚበትንልን ለሆቴል፣ ለአፓርታማ ፣ለሆስፒታል ፣ለኮንዶሚኒየም ተፈላጊ እቃ በጣም በአሪፍ ዋጋ
5/20/2025 9:16,,"✨XCRUISER QUATTRO LNB✨

ለ Multiswitch System ወሳኝ LNB ነው!

💰በ 1900ብር ብቻ

🤝ለመግዛት 0911961727
               @lucassheerio

አድራሻ  🌙መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛው ቅያስ ቤኪ ጃ ሶፍትዌር",@marakisat2,ለ ወሳኝ ነው በ ብር ብቻ ለመግዛት አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛው ቅያስ ቤኪ ጃ ሶፍትዌር
5/19/2025 10:58,,"🟦4G/5G LTE WIRELESS MODEM🟦

🔷ተንቀሳቃሽ Router በድጋሚ አስገብተናል!

🔷- ETHIOTELECOM እና SAFARICOM NETWORK SUPPORT ያረጋል!

💰ለብዛት ነጋዴዎች የትም በሌለ ቅናሽ 

🔷ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
@lucassheerio
    0911961727

🔷አድራሻ 🕋መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2,ተንቀሳቃሽ በድጋሚ አስገብተናል እና ያረጋል ለብዛት ነጋዴዎች የትም በሌለ ቅናሽ ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ አድራሻ መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር
5/19/2025 7:31,,"ጠፍቶ የነበረው LIFESTAR 50"" SMART TV ወደገበያ ተመልሷል በብዛትም በፍሬም መሸጥ ጀምረናል!

-SMART 
- ANDROID 9.0
-STORAGE 8GB
-RAM 1.5GB
-DOUBLE SCREEN 
-2 YEARS WARRANTY 
-FAIR PRICE 

በብዛትም ሆነ በፍሬ ለመግዛት በ 0920553973 ይደውሉ!

አድራሻ መርካቶ ራጉኤል የገበያ ማእከል ሱ.ቁ 33",@marakisat2,ጠፍቶ የነበረው ወደገበያ ተመልሷል በብዛትም በፍሬም መሸጥ ጀምረናል በብዛትም ሆነ በፍሬ ለመግዛት በ ይደውሉ አድራሻ መርካቶ ራጉኤል የገበያ ማእከል ሱቁ
5/17/2025 12:00,,ባለ4 HDMI SPLITTER በጥሩ ዋጋ,@marakisat2,ባለ በጥሩ ዋጋ
5/17/2025 11:59,,"ጨርሰን የነበረውን ባለ2 HDMI SPLITTER በድጋሜ ብዛት አስገብተናል!

ዋጋችን የትም የለም!",@marakisat2,ጨርሰን የነበረውን ባለ በድጋሜ ብዛት አስገብተናል ዋጋችን የትም የለም
5/17/2025 11:50,,"ዘመን የማይሽራቸውን በፀሀይም ሆነ በዝናብ በጥራት የሚሰሩትን የLIFESTAR HIGH QUALITY LNBዎች በብዛት አስገብተናል!

LNB LIFESTAR 118-D (ባለ1 )
LNB LIFESTAR P-12+ (ባለ 2 )
LNB LIFESTAR P-13+ (ባለ4 )
LNB LIFESTAR P-11+ ( ባለ8 )

ለመግዛት/ለማዘዝ
   0911961727
@Lucassheerio",@marakisat2,ዘመን የማይሽራቸውን በፀሀይም ሆነ በዝናብ በጥራት የሚሰሩትን የ ዎች በብዛት አስገብተናል ባለ ባለ ባለ ባለ ለመግዛትለማዘዝ
5/17/2025 11:06,,"ተወዳጇ F-18 ሪሞት በምርጥ ዋጋ አስገብተናል!

ለመግዛት 0911961727
                  @lucassheerio",@marakisat2,ተወዳጇ ሪሞት በምርጥ ዋጋ አስገብተናል ለመግዛት
5/17/2025 11:04,,RM-024S  የቲቪ ዩኒቨርሳል በብዛት አስገብተናል!,@marakisat2,የቲቪ ዩኒቨርሳል በብዛት አስገብተናል
5/17/2025 11:03,,1033++ የሪሲቨር ዩኒቨርሳል በብዛት አስገብተናል!,@marakisat2,የሪሲቨር ዩኒቨርሳል በብዛት አስገብተናል
5/17/2025 10:56,,"✅HIKVISION - WR12C✅

እጅግ በጣም ፈጣን የቤት ውስጥ ባለ4 አንቴና ዋይ-ፋይ ራውተር

✅AC1200 Wireless Router

  ✅Four 5-dBi amplified antennas
  ✅Beamforming optimizes signal
  ✅Dual band – Smart signal switching
  ✅Broadband account synchronization

🤫   1200Mbps😋

ሙሉ መረጃ www.hikvision.com

💰 6,700 ብር

ይህንን ዕቃ ለመግዛት 0911961727 ይደውሉ!
@lucassheerio
አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪ ጃ ሶፍትዌር",@marakisat2,እጅግ በጣም ፈጣን የቤት ውስጥ ባለ አንቴና ዋይፋይ ራውተር ሙሉ መረጃ ብር ይህንን ዕቃ ለመግዛት ይደውሉ አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪ ጃ ሶፍትዌር
5/8/2025 15:19,,"ብዛት ያላቸውን የኤሌክትሮኒክስ እቃዎች ወደተለያዩ የሀገሪቷ ክፍሎች እየላክን እንገኛለን።

እርስዎም የሚፈልጉትን የኤሌክትሮኒክስ እቃዎች ባሉበት ሆነው ይዘዙን በአንድ ቀን እናደርስሎታለን።

ለማዘዝ @lucassheerio
                  0911961727

🤙ዋጋችን ተመራጭ ያደርገናል!",@marakisat2,ብዛት ያላቸውን የኤሌክትሮኒክስ እቃዎች ወደተለያዩ የሀገሪቷ ክፍሎች እየላክን እንገኛለን። እርስዎም የሚፈልጉትን የኤሌክትሮኒክስ እቃዎች ባሉበት ሆነው ይዘዙን በአንድ ቀን እናደርስሎታለን። ለማዘዝ ዋጋችን ተመራጭ ያደርገናል
5/6/2025 10:55,,"🇹🇷 NEXT MULTISWITCH 🇹🇷

✅4 የተለያዩ ሳተላይቶችን ለ32 ክፍሎች የሚያደርስልን ወሳኝ  እቃ!

✅ለሆቴሎች፣ ለአፓርትመንቶች፣ለኮንዶሚኒየሞች፣ለህንፃዎች፣ ለጋራ መኖሪያ ኮምፓውንዶች የሚሆን 

✅ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
  
🧑‍💻 @lucassheerio
 ☎️  0911961727

🇪🇹አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2,የተለያዩ ሳተላይቶችን ለ ክፍሎች የሚያደርስልን ወሳኝ እቃ ለሆቴሎች፣ ለአፓርትመንቶች፣ለኮንዶሚኒየሞች፣ለህንፃዎች፣ ለጋራ መኖሪያ ኮምፓውንዶች የሚሆን ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር
5/2/2025 14:07,,ቀጣይ ሳምንት የሚገባ አዲስ MAGIC M1 XCRUISER TV SMART ማድረጊያ ብዙ ሰዎች እየጠየቃችሁን ስለሆነ ሳምንት በትዕግስት ጠብቁን!,@marakisat2,ቀጣይ ሳምንት የሚገባ አዲስ ማድረጊያ ብዙ ሰዎች እየጠየቃችሁን ስለሆነ ሳምንት በትዕግስት ጠብቁን
4/26/2025 11:08,,"XCRUISER V8 BOX ሸጠን ጨርሰናል!

ብዙ ሰዎች እየደላችሁ እየጠየቃችሁን ነው! እኛ ሸጠን ጨርሰናል።

ከኛ ብዛት የወሰዱ Reselleroch ጋር መግዛት ትችላላችሁ!",@marakisat2,ሸጠን ጨርሰናል ብዙ ሰዎች እየደላችሁ እየጠየቃችሁን ነው እኛ ሸጠን ጨርሰናል። ከኛ ብዛት የወሰዱ ጋር መግዛት ትችላላችሁ
4/24/2025 16:40,,"ተወዳጁን XCRUISER V8 BOX ሸጠን ጨርሰናል! 

ክፍለሀገር ያላችሁ ደንበኞቻችን እሱን ብላችሁ ብር አታስገቡ!",@marakisat2,ተወዳጁን ሸጠን ጨርሰናል ክፍለሀገር ያላችሁ ደንበኞቻችን እሱን ብላችሁ ብር አታስገቡ
4/22/2025 14:31,,"ረጅም ጊዜ ጠፍቶ የነበረው ባለብረት በተኑ የLifestar Remote በብዛት አስገብተናል።

ለሁሉም Lifestar/goldstar/superstar ሞዴሎች ቀጥታ ያዛል


ለመግዛት
@lucassheerio
  0911961727",@marakisat2,ረጅም ጊዜ ጠፍቶ የነበረው ባለብረት በተኑ የ በብዛት አስገብተናል። ለሁሉም ሞዴሎች ቀጥታ ያዛል ለመግዛት
4/20/2025 5:45,,"ለመላው የክርስትና እምነት ተከታዮች በሙሉ እንኳን ለብርሃነ ትንሣኤው አደረሳችሁ ::

መልካም በዓል እመኝላችኃለው 🙏",@marakisat2,ለመላው የክርስትና እምነት ተከታዮች በሙሉ እንኳን ለብርሃነ ትንሣኤው አደረሳችሁ መልካም በዓል እመኝላችኃለው
4/17/2025 14:50,,"⚡️X400 TV STAND⚡️

⚡️- ከቡኒው መስቀያ ተሻሽሎ የተሰራ

⚡️- ከፍ ዝቅ ይላል ፣ Tvውን ከግድግዳው ወደ ውጪ ወጣ ገባ እንዲል ያረጋል ፣ ወደ ግራ ወደ ቀኝ 180 Degree እንዲዘዋወር ያረጋል።

⚡️- ከ 32 Inch እስከ 50 Inch ድረስ ዘና አርጎ የሚሰቅል።
- ለየትኛውም ዓይነት Brand TV መሆን ይችላል።

በምርጥ ዋጋ ከኛ ያገኛሉ።
  0911961727
@lucassheerio",@marakisat2,ከቡኒው መስቀያ ተሻሽሎ የተሰራ ከፍ ዝቅ ይላል ፣ ውን ከግድግዳው ወደ ውጪ ወጣ ገባ እንዲል ያረጋል ፣ ወደ ግራ ወደ ቀኝ እንዲዘዋወር ያረጋል። ከ እስከ ድረስ ዘና አርጎ የሚሰቅል። ለየትኛውም ዓይነት መሆን ይችላል። በምርጥ ዋጋ ከኛ ያገኛሉ።
4/15/2025 12:49,,"🇹🇷NEXT YE17/32🇹🇷

✅ጠፍቶ የነበረውን 4 ሳተላይቶችን ለ32 ክፍል ማሰራጨት የሚችለውን 17/32 Next Multiswitch በሚገርም ቅናሽ አስገብተናል!

✅ለመግዛት 0911961727
                     @lucassheerio",@marakisat2,ጠፍቶ የነበረውን ሳተላይቶችን ለ ክፍል ማሰራጨት የሚችለውን በሚገርም ቅናሽ አስገብተናል ለመግዛት
4/15/2025 12:49,,"🇹🇷 NEXT MULTISWITCH 🇹🇷

በቅርቡ አዲስ አበባ ውስጥ ግዴታ ይደረጋል የተባለው የመልቲስዊች ቴክ ስራ ነው!

✅በ1 ዲሽ እስከ 500 ክፍሎች ድረስ ማሰራጨት ይችላሉ። 

✅ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
  
🧑‍💻 @lucassheerio
 ☎️  0911961727

🇪🇹አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2,በቅርቡ አዲስ አበባ ውስጥ ግዴታ ይደረጋል የተባለው የመልቲስዊች ቴክ ስራ ነው በ ዲሽ እስከ ክፍሎች ድረስ ማሰራጨት ይችላሉ። ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር
4/13/2025 17:26,,አዲስ አበባ የምትገኙ MULTISWITCH SYSTEM ሙሉ ዝርጋታ የምትሰሩ ፕሮፌሽናል ቴክኒሻኖች ካላችሁ እና ከእኛ ጋር መስራት የምትፈልጉ @lucassheerio ላይ DM አድርጉልን።,@marakisat2,አዲስ አበባ የምትገኙ ሙሉ ዝርጋታ የምትሰሩ ፕሮፌሽናል ቴክኒሻኖች ካላችሁ እና ከእኛ ጋር መስራት የምትፈልጉ ላይ አድርጉልን።
4/13/2025 7:15,,"ለክርስትና እምነት ተከታዮች በሙሉ እንኳን ለሆሳእና በአል በሰላም አደረሳችሁ!

🌿🌿ሆሳእና በአርያም🌿🌿",@marakisat2,ለክርስትና እምነት ተከታዮች በሙሉ እንኳን ለሆሳእና በአል በሰላም አደረሳችሁ ሆሳእና በአርያም
4/13/2025 7:12,,"✅ለሆቴሎች፣ ለአፓርትመንቶች፣ለኮንዶሚኒየሞች፣ለህንፃዎች፣ ለጋራ መኖሪያ ኮምፓውንዶች የሚሆኑ የተለያዩ አይነት ስራን የሚያቀሉ ለMultiswitch ስራ ወሳኝ የሆኑ እቃዎችን በብዛት አስገብተናል!

✅እነዚህን ዕቃዎች መግዛት ወይም ማዘዝ ከፈለጉ 
  
🧑‍💻 @lucassheerio
 ☎️  0911961727

🇪🇹አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2,ለሆቴሎች፣ ለአፓርትመንቶች፣ለኮንዶሚኒየሞች፣ለህንፃዎች፣ ለጋራ መኖሪያ ኮምፓውንዶች የሚሆኑ የተለያዩ አይነት ስራን የሚያቀሉ ለ ስራ ወሳኝ የሆኑ እቃዎችን በብዛት አስገብተናል እነዚህን ዕቃዎች መግዛት ወይም ማዘዝ ከፈለጉ አድራሻ መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር
4/12/2025 16:00,,"✍️LATE INFO 

✅Goldstar 7200/7500  - 50birr
✅Lifestar 9200/9300 - 50birr
✅Superstar 96/97 -150birr

ጨምረዋል!",@marakisat2,ጨምረዋል
4/12/2025 10:48,,"MI 2K C300 Security Camera

በሚገርም ቅናሽ ለብዛት ገዢዎች!

0911961727
@lucassheerio",@marakisat2,በሚገርም ቅናሽ ለብዛት ገዢዎች
4/12/2025 9:47,,"✅ብዛት ያላቸውን የኤሌክትሮኒክስ እቃዎች ወደተለያዩ የሀገሪቷ ክፍሎች በሚገርም ቅናሽ እየላክን እንገኛለን።

✅እርስዎም የሚፈልጉት የኤሌክትሮኒክስ እቃ ሲኖር ይዘዙን በአንድ ቀን ውስጥ ያሉበት እናደርሳለን!

☎️ለማዘዝ 0911961727 
                   @lucassheerio",@marakisat2,ብዛት ያላቸውን የኤሌክትሮኒክስ እቃዎች ወደተለያዩ የሀገሪቷ ክፍሎች በሚገርም ቅናሽ እየላክን እንገኛለን። እርስዎም የሚፈልጉት የኤሌክትሮኒክስ እቃ ሲኖር ይዘዙን በአንድ ቀን ውስጥ ያሉበት እናደርሳለን ለማዘዝ
4/7/2025 17:46,,"🟦4G/5G LTE WIRELESS MODEM🟦

🔷ተንቀሳቃሽ Router በድጋሚ አስገብተናል!

🔷- ETHIOTELECOM እና SAFARICOM NETWORK SUPPORT ያረጋል!

🔷ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
@lucassheerio
    0911961727

🔷አድራሻ 🕋መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2,ተንቀሳቃሽ በድጋሚ አስገብተናል እና ያረጋል ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ አድራሻ መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር
